AnimalID,Age,Sex,Genotype,Strain,ExpName,Housing,LightCycle,PISiteUser,SessionName,Image,Image_Description,Analysis_Name,Schedule_Name,Max_Number_Trials,Max_Schedule_Time,Date_Time,AVG_Correct Reward Collection,AVG_Correct touch latency,AVG_End Summary - % Correct,AVG_End Summary - Condition,AVG_End Summary - Incorrect Touches,AVG_End Summary - No Correction Trials,AVG_End Summary - Trials Completed,AVG_Incorrect Touch Latency
lt88x150,11_13     ,m,3xTG-AD,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition 2 v3,36,3600,5/26/2015 1:17:51 PM,1.436888888888889,4.098888888888888,100,988.224,84,,36,1.8693684210526313
lt90x152,11_13     ,m,3xTG-AD,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition 2 v3,36,3600,5/26/2015 1:17:56 PM,1.291472222222222,4.336027777777778,100,1102.911,61,,36,2.205375
lt84x146,11_13     ,m,3xTG-AD,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition 2 v3,36,3600,5/26/15 12:18:23 PM,1.6078055555555553,3.7777222222222226,100,1375.978,71,,36,1.9060416666666666
lt86x148,11_13     ,m,3xTG-AD,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition 2 v3,36,3600,5/26/15 12:18:29 PM,1.3390833333333334,19.334972222222223,100,1756.227,109,,36,5.574190476190476
lw261f323,11_13     ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,05/30/16 3:55:16 PM,1.3318888888888893,10.51061111111111,100,1254.446,58,,36,5.268187499999999
lw263f325,11_13     ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,05/30/16 3:55:22 PM,1.9845000000000006,11.217527777777775,100,1418.255,44,,36,6.226857142857143
lw355a417,11_13     ,m,C57BL/6J,APP/PS1,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition SIMPLE v3,36,3600,08/27/16 1:21:16 PM,1.3561666666666667,8.291527777777777,100,1200.912,34,,36,4.744315789473685
lw365a427,11_13     ,m,C57BL/6J,APP/PS1,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition SIMPLE v3,36,3600,08/27/16 2:09:03 PM,1.713888888888889,12.046861111111111,100,1332.241,30,,36,8.4340625
lw364a426,11_13     ,m,C57BL/6J,APP/PS1,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition SIMPLE v3,36,3600,08/27/16 13:07:47,1.8623333333333332,18.92238888888889,100,1672.709,70,,36,6.845375
lw65x127,11_13     ,m,B6129SF2/J,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Analysis,Mouse dPAL acquisition 2 v3,36,3600,5/26/2015 11:48:59 AM,1.5303611111111115,9.712944444444444,100,1330.488,,,36,4.400294117647059
lw67x129,11_13     ,m,B6129SF2/J,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Analysis,Mouse dPAL acquisition 2 v3,36,3600,5/26/2015 11:49:04 AM,1.2960000000000003,4.205888888888889,100,1030.854,,,36,1.9461363636363636
lt91x153,11_13     ,m,3xTG-AD,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Analysis,Mouse dPAL acquisition 2 v3,36,3600,5/26/2015 1:18:09 PM,1.3625833333333328,4.379666666666667,100,2634.047,,,36,2.8091904761904765
lw254f316,11_13     ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,5/30/2016 11:49:33 AM,2.178694444444444,10.112833333333331,100,1324.475,67,,36,6.086380952380952
lt268f330,11_13     ,m,5XFAD,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,5/30/2016 12:20:17 PM,2.540861111111111,15.586638888888892,100,1446.87,88,,36,7.67946153846154
lw257f319,11_13     ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,05/30/16 11:30:10,2.04125,19.269999999999996,100,1645.009,122,,36,7.365692307692307
lw259f321,11_13     ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,05/30/16 11:30:15,4.044888888888888,22.67266666666667,100,2020.934,100,,36,11.546571428571427
lt368a430,11_13     ,m,APP/PS1,APP/PS1,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition SIMPLE v3,36,3600,08/27/16 2:09:10 PM,1.8343333333333334,11.354611111111115,100,1313.667,42,,36,7.041250000000001
lt87x149,11_13     ,m,3xTG-AD,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition 2 v3,36,3600,5/26/2015 1:17:49 PM,1.674888888888889,5.480666666666668,100,1089.477,70,,36,3.301055555555556
lt89x151,11_13     ,m,3xTG-AD,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition 2 v3,36,3600,5/26/2015 1:17:54 PM,1.5403611111111113,5.74225,100,1091.283,42,,36,3.5126999999999997
lt83x145,11_13     ,m,3xTG-AD,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition 2 v3,36,3600,5/26/15 12:18:21 PM,1.2816944444444447,4.454861111111111,100,1037.11,85,,36,1.9519375
lt85x147,11_13     ,m,3xTG-AD,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition 2 v3,36,3600,5/26/15 12:18:26 PM,1.2032432432432434,6.87436111111111,100,1081.283,116,,36,3.354952380952381
lw262f324,11_13     ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,05/30/16 3:55:19 PM,1.2066111111111113,5.083638888888888,100,1057.888,38,,36,1.9034375000000003
lw253f315,11_13     ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,5/30/2016 11:49:29 AM,1.8318333333333332,15.897805555555554,100,1544.992,129,,36,4.438071428571429
lw356a418,11_13     ,m,C57BL/6J,APP/PS1,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition SIMPLE v3,36,3600,08/27/16 1:21:20 PM,1.4453055555555556,13.340638888888895,100,1373.367,48,,36,2.6928500000000004
